filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
batch0.fast5	7f7403cc-f9b7-42da-8bbe-bf8efdce30ad	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	223	3	41442.904714	7.016268	2113	TRUE	41444.082337	1758	5.838645	442	7.914628	0.000000	112.658562	13.906731	112.658562	13.906731
batch0.fast5	7fb14e69-cb81-49d2-b1ae-2f9fd9aa63e4	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	196	3	14040.975432	5.523904	1663	TRUE	14042.670319	1153	3.829017	315	9.400470	0.000000	107.039680	12.923427	107.039680	12.923427
batch0.fast5	7fb464f5-a579-4e31-8248-7decf1149b68	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	258	1	14149.817065	7.094954	2137	TRUE	14149.949867	2097	6.962151	471	8.809857	0.000000	93.132950	14.749562	93.132950	14.749562
batch0.fast5	7fd08e09-cff5-456e-918b-13bbf6552622	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	340	3	14066.685923	8.461155	2548	TRUE	14068.361554	2043	6.785525	553	9.240648	0.000000	101.420799	14.328147	101.420799	14.328147
batch0.fast5	820d3869-b3b5-416f-9011-70743a6bf6a2	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	466	1	14058.004648	11.981076	3608	TRUE	14059.254316	3232	10.731408	855	11.387976	0.000000	98.330414	14.187675	98.330414	14.187675
batch0.fast5	82b4991c-2a4f-4175-a698-e7cfd884d101	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	280	3	10605.534861	19.168991	5773	TRUE	10605.770916	5702	18.932935	1372	10.952658	0.000000	92.852005	12.080594	92.852005	12.080594
batch0.fast5	82e2e097-8b90-4542-b461-fac2e0229ce8	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	268	3	10606.109562	8.478088	2553	TRUE	10607.395418	2166	7.192231	608	10.430594	0.000000	100.437500	14.047202	100.437500	14.047202
batch0.fast5	839f36ad-4594-45f3-be96-ae535e351377	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	140	3	41451.324369	7.781208	2343	TRUE	41453.035193	1828	6.070385	329	9.804822	0.000000	113.220451	12.080594	113.220451	12.080594
batch0.fast5	84f4d3a0-ab9f-4807-a1ca-96d4b20c282e	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	352	4	41603.480744	6.274568	1889	TRUE	41604.525564	1575	5.229748	410	9.234635	0.000000	106.196854	13.063898	106.196854	13.063898
batch0.fast5	85381f5c-286f-4e73-bf74-2429cca95db6	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	242	1	41594.925299	10.372510	3124	TRUE	41596.984396	2504	8.313413	457	10.803286	0.000000	103.949295	14.468618	103.949295	14.468618
batch0.fast5	855f9c95-4985-41bd-bc31-e5d706ab213b	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	125	4	10517.119190	10.958167	3300	TRUE	10517.251992	3260	10.825365	640	9.819774	0.000000	94.537674	13.625787	94.537674	13.625787
batch0.fast5	8588d684-c4be-4e64-9f37-8b5dd2ed1fba	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	229	3	41245.375166	34.245684	10314	TRUE	41245.508964	10274	34.111886	1383	10.421027	0.000000	93.554367	11.378234	93.554367	11.378234
batch0.fast5	8601c19b-95a8-454f-8dd4-777219b426dc	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	479	3	14055.421979	10.867862	3273	TRUE	14057.043825	2784	9.246016	898	10.587957	0.000000	97.909004	14.047202	97.909004	14.047202
batch0.fast5	8694c570-9554-4329-a9d7-aa146d822c47	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	466	1	14051.083001	6.547809	1972	TRUE	14052.742032	1472	4.888778	388	10.026077	0.000000	101.982689	14.187675	101.982689	14.187675
batch0.fast5	87f84bf2-a618-4930-a63c-49ac15f07088	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	377	3	10568.803453	5.626162	1694	TRUE	10568.936255	1654	5.493360	286	9.294428	0.000000	93.273422	10.394930	93.273422	10.394930
batch0.fast5	8813d5a0-3ac7-422b-bbdc-40863b75c955	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	316	3	41249.556773	5.570053	1677	TRUE	41250.901726	1272	4.225100	322	9.681175	0.000000	110.832428	14.609091	110.832428	14.609091
batch0.fast5	8889143d-76ae-40cb-8b9c-234032cf83a3	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	287	2	14149.421647	9.735392	2932	TRUE	14149.716799	2843	9.440239	384	9.124692	0.000000	91.166344	9.833042	91.166344	9.833042
batch0.fast5	8c247c44-d3d3-4966-8645-b4fafc21a1bb	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	473	2	41518.785193	8.720784	2626	TRUE	41520.998672	1960	6.507304	419	11.477386	0.000000	103.668358	14.047202	103.668358	14.047202
batch0.fast5	8e313e62-119f-4673-ba33-c0716e78544d	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	172	4	41380.691235	4.646082	1399	TRUE	41381.854582	1049	3.482736	240	7.576664	0.000000	108.865822	10.675874	108.865822	10.675874
batch0.fast5	8e6e620f-2e35-4f6c-ba00-81cf2574661e	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	303	4	14056.481740	15.512284	4672	TRUE	14059.287849	3827	12.706175	823	12.293969	0.000000	100.156555	14.328147	100.156555	14.328147
batch0.fast5	8e9674de-6b2e-485f-a10c-78416c99500f	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	358	1	41639.331341	11.811421	3557	TRUE	41639.532869	3496	11.609894	616	9.007304	0.000000	99.594666	14.328147	99.594666	14.328147
batch0.fast5	8e9dbaa9-4f75-401a-995a-6ac128c884a5	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	397	1	41606.431275	11.798141	3553	TRUE	41609.386786	2663	8.842629	333	8.996543	0.000000	105.775436	13.906731	105.775436	13.906731
